Site ID,Site Name,Site Type,Year,Total Enrollment,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# White,% White,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# Female,% Female,# Male,% Male
QBNA,Lutheran Church of Our Saviour - Church Campus,DOE,2017-18,20,9,45,1,5,7,35,1,5,2,10,15,75,5,25
QBNF,Al-Ihsan Academy 3,DOE,2015-16,18,10,55.6,0,0,0,0,4,22.2,4,22.2,12,66.7,6,33.3
QBNF,Al-Ihsan Academy 3,DOE,2016-17,20,19,95,0,0,0,0,0,0,1,5,9,45,11,55
QBNF,Al-Ihsan Academy 3,DOE,2017-18,20,9,45,1,5,2,10,4,20,4,20,13,65,7,35
QBNI,D'Little Star Day Care,DOE,2015-16,11,1,9.1,8,72.7,1,9.1,0,0,1,9.1,4,36.4,7,63.6
QBNI,D'Little Star Day Care,DOE,2016-17,26,1,3.8,21,80.8,3,11.5,0,0,1,3.8,12,46.2,14,53.8
QBNM,Talented Little Children III,DOE,2016-17,10,9,90,0,0,1,10,0,0,0,0,4,40,6,60
QBNM,Talented Little Children III,DOE,2017-18,12,10,83.3,0,0,1,8.3,0,0,1,8.3,4,33.3,8,66.7
QBNN,New Milestone,DOE,2016-17,25,5,20,1,4,8,32,10,40,1,4,12,48,13,52
QBNN,New Milestone,DOE,2017-18,36,6,16.7,0,0,13,36.1,15,41.7,2,5.6,13,36.1,23,63.9
QBNP,Corona Friends,DOE,2016-17,40,1,2.5,0,0,39,97.5,0,0,0,0,20,50,20,50
QBNR,Noah's Ark Preparatory III Inc.,DOE,2016-17,74,1,1.4,1,1.4,69,93.2,3,4.1,0,0,38,51.4,36,48.6
QBNR,Noah's Ark Preparatory III Inc.,DOE,2017-18,76,1,1.3,1,1.3,73,96.1,1,1.3,0,0,43,56.6,33,43.4
QBNS,GRYC Little Stars at Fairview,DOE,2016-17,12,1,8.3,0,0,5,41.7,6,50,0,0,7,58.3,5,41.7
QBNS,GRYC Little Stars at Fairview,DOE,2017-18,37,2,5.4,1,2.7,15,40.5,18,48.6,1,2.7,18,48.6,19,51.4
QBNU,Hidden Treasures,DOE,2017-18,12,3,25,0,0,8,66.7,0,0,1,8.3,7,58.3,5,41.7
QBNV,"Independent Kidz Daycare, Inc.",DOE,2016-17,28,10,35.7,0,0,10,35.7,8,28.6,0,0,9,32.1,19,67.9
QBNV,"Independent Kidz Daycare, Inc.",DOE,2017-18,36,20,55.6,0,0,6,16.7,9,25,1,2.8,16,44.4,20,55.6
QBNY,Divine Mercy Catholic Academy,DOE,2016-17,36,10,27.8,2,5.6,20,55.6,4,11.1,0,0,21,58.3,15,41.7
QBNY,Divine Mercy Catholic Academy,DOE,2017-18,35,9,25.7,1,2.9,23,65.7,0,0,2,5.7,20,57.1,15,42.9
QBOA,Aim High Leadership Academy Center Too,DOE,2016-17,12,2,16.7,1,8.3,5,41.7,0,0,4,33.3,4,33.3,8,66.7
QBOA,Aim High Leadership Academy Center Too,DOE,2017-18,12,4,33.3,3,25,3,25,0,0,2,16.7,9,75,3,25
QBOB,Aleph Bet Toddler Care Inc,DOE,2017-18,12,2,16.7,0,0,1,8.3,5,41.7,4,33.3,6,50,6,50
QBOD,Baby Steps Daycare Center Inc,DOE,2016-17,28,9,32.1,2,7.1,4,14.3,12,42.9,1,3.6,12,42.9,16,57.1
QBOD,Baby Steps Daycare Center Inc,DOE,2017-18,35,9,25.7,1,2.9,9,25.7,13,37.1,3,8.6,21,60,14,40
QBOG,Aim High Leadership Academy,DOE,2016-17,18,9,50,3,16.7,1,5.6,0,0,5,27.8,8,44.4,10,55.6
QBOG,Aim High Leadership Academy,DOE,2017-18,20,9,45,1,5,3,15,0,0,7,35,10,50,10,50
QBOW,Kuei Luck Early Childhood Center,DOE,2017-18,39,21,53.8,0,0,3,7.7,13,33.3,2,5.1,16,41,23,59
QBOX,Bright Start Child Learning Center,DOE,2017-18,18,2,11.1,2,11.1,4,22.2,9,50,1,5.6,9,50,9,50
RAAH,COMMUNITY RESOURCES PRESCHOOL,DOE,2015-16,16,0,0,0,0,1,6.3,15,93.8,0,0,8,50,8,50
RAAH,COMMUNITY RESOURCES PRESCHOOL,DOE,2016-17,17,3,17.6,0,0,3,17.6,10,58.8,1,5.9,3,17.6,14,82.4
RAAH,COMMUNITY RESOURCES PRESCHOOL,DOE,2017-18,18,3,16.7,0,0,2,11.1,12,66.7,1,5.6,9,50,9,50
RAAN,Gateway Academy UPK,DOE,2016-17,17,1,5.9,0,0,5,29.4,11,64.7,0,0,11,64.7,6,35.3
RAAN,Gateway Academy UPK,DOE,2017-18,31,1,3.2,1,3.2,12,38.7,16,51.6,1,3.2,18,58.1,13,41.9
RABA,Our Lady Help of Christians,DOE,2015-16,22,1,4.5,0,0,2,9.1,18,81.8,1,4.5,13,59.1,9,40.9
RABA,Our Lady Help of Christians,DOE,2016-17,20,0,0,0,0,0,0,20,100,0,0,4,20,16,80
RABA,Our Lady Help of Christians,DOE,2017-18,18,0,0,0,0,0,0,18,100,0,0,13,72.2,5,27.8
RABC,Our Lady of Mount Carmel St. Benedicta,DOE,2015-16,19,0,0,6,31.6,12,63.2,0,0,1,5.3,8,42.1,11,57.9
RABC,Our Lady of Mount Carmel St. Benedicta,DOE,2016-17,20,0,0,7,35,12,60,1,5,0,0,10,50,10,50
RABC,Our Lady of Mount Carmel St. Benedicta,DOE,2017-18,20,0,0,4,20,14,70,1,5,1,5,9,45,11,55
RABD,Our Lady Queen of Peace School,DOE,2015-16,20,0,0,0,0,1,5,16,80,3,15,7,35,13,65
RABD,Our Lady Queen of Peace School,DOE,2016-17,20,0,0,0,0,3,15,16,80,1,5,10,50,10,50
RABD,Our Lady Queen of Peace School,DOE,2017-18,19,0,0,0,0,2,10.5,14,73.7,3,15.8,7,36.8,12,63.2
RABJ,Sacred Heart School,DOE,2015-16,51,3,5.9,13,25.5,17,33.3,17,33.3,1,2,19,37.3,32,62.7
RABJ,Sacred Heart School,DOE,2016-17,52,1,1.9,6,11.5,27,51.9,14,26.9,4,7.7,21,40.4,31,59.6
RABJ,Sacred Heart School,DOE,2017-18,52,2,3.8,14,26.9,18,34.6,12,23.1,6,11.5,25,48.1,27,51.9
RABL,St. Ann School,DOE,2015-16,29,2,6.9,0,0,4,13.8,21,72.4,2,6.9,17,58.6,12,41.4
RABL,St. Ann School,DOE,2016-17,28,2,7.1,1,3.6,5,17.9,20,71.4,0,0,8,28.6,20,71.4
RABL,St. Ann School,DOE,2017-18,35,4,11.4,0,0,11,31.4,10,28.6,10,28.6,20,57.1,15,42.9
RABM,St Charles School,DOE,2015-16,40,1,2.5,0,0,9,22.5,30,75,0,0,22,55,18,45
RABM,Saint Charles School,DOE,2016-17,55,1,1.8,0,0,13,23.6,35,63.6,6,10.9,30,54.5,25,45.5
RABM,Saint Charles School,DOE,2017-18,57,2,3.5,2,3.5,11,19.3,38,66.7,4,7,35,61.4,22,38.6
RABN,SAINT CHRISTOPHER SCHOOL,DOE,2015-16,47,0,0,2,4.3,15,31.9,27,57.4,3,6.4,22,46.8,25,53.2
RABN,SAINT CHRISTOPHER SCHOOL,DOE,2016-17,44,8,18.2,2,4.5,11,25,20,45.5,3,6.8,28,63.6,16,36.4
RABN,SAINT CHRISTOPHER SCHOOL,DOE,2017-18,38,1,2.6,0,0,11,28.9,23,60.5,3,7.9,26,68.4,12,31.6
RABP,SAINT JOHN'S EV PRESCHOOL,DOE,2015-16,30,8,26.7,3,10,4,13.3,14,46.7,1,3.3,13,43.3,17,56.7
RABP,SAINT JOHN'S EV PRESCHOOL,DOE,2016-17,34,3,8.8,3,8.8,9,26.5,17,50,2,5.9,18,52.9,16,47.1
RABP,SAINT JOHN'S EV PRESCHOOL,DOE,2017-18,35,5,14.3,3,8.6,12,34.3,14,40,1,2.9,18,51.4,17,48.6
RABZ,St. Patrick's,DOE,2015-16,29,0,0,0,0,5,17.2,24,82.8,0,0,15,51.7,14,48.3
RABZ,St. Patrick's,DOE,2016-17,34,1,2.9,0,0,5,14.7,28,82.4,0,0,15,44.1,19,55.9
RABZ,St. Patrick's,DOE,2017-18,35,0,0,0,0,2,5.7,33,94.3,0,0,15,42.9,20,57.1
RACC,St. Peter - St. Paul School,DOE,2015-16,56,0,0,25,44.6,21,37.5,7,12.5,3,5.4,29,51.8,27,48.2
RACC,Saint Peter - Saint Paul School,DOE,2016-17,50,1,2,21,42,18,36,4,8,6,12,30,60,20,40
RACC,Saint Peter - Saint Paul School,DOE,2017-18,46,0,0,26,56.5,17,37,2,4.3,1,2.2,29,63,17,37
RACE,St. Rita School,DOE,2015-16,19,7,36.8,0,0,4,21.1,7,36.8,1,5.3,9,47.4,10,52.6
RACE,St. Rita School,DOE,2016-17,29,13,44.8,1,3.4,8,27.6,6,20.7,1,3.4,11,37.9,18,62.1
RACE,St. Rita School,DOE,2017-18,36,11,30.6,1,2.8,8,22.2,14,38.9,2,5.6,20,55.6,16,44.4
RACH,St. Teresa of the  Infant Jesus,DOE,2015-16,35,2,5.7,1,2.9,4,11.4,27,77.1,1,2.9,17,48.6,18,51.4
RACH,St. Teresa of the Infant Jesus,DOE,2016-17,30,0,0,3,10,12,40,15,50,0,0,13,43.3,17,56.7
RACH,St. Teresa of the Infant Jesus,DOE,2017-18,39,0,0,2,5.1,10,25.6,24,61.5,3,7.7,20,51.3,19,48.7
RACL,The Gingerbread Learning Center,DOE,2015-16,15,3,20,0,0,2,13.3,10,66.7,0,0,5,33.3,10,66.7
RACL,The Gingerbread Learning Center,DOE,2016-17,17,6,35.3,2,11.8,2,11.8,7,41.2,0,0,7,41.2,10,58.8
RACL,The Gingerbread Learning Center,DOE,2017-18,11,1,9.1,0,0,4,36.4,6,54.5,0,0,6,54.5,5,45.5
RACN,"United Cerebral Palsy of New York City, Inc.",DOE,2015-16,16,0,0,0,0,15,93.8,0,0,1,6.3,9,56.3,7,43.8
RACN,"United Cerebral Palsy of New York City, Inc.",DOE,2016-17,16,0,0,2,12.5,14,87.5,0,0,0,0,9,56.3,7,43.8
RACS,Children's Aid Society Richmond Early Learning Center,ACS,2015-16,62,0,0,30,48.4,25,40.3,3,4.8,4,6.5,34,54.8,28,45.2
RACS,Children's Aid Society Richmond Early Learning Center,ACS,2016-17,61,3,4.9,30,49.2,22,36.1,3,4.9,3,4.9,31,50.8,30,49.2
RACS,Children's Aid Society Richmond Early Learning Center,ACS,2017-18,67,2,3,31,46.3,30,44.8,4,6,0,0,38,56.7,29,43.3
RACT,Staten Island Mental Health Society 3,ACS,2015-16,59,1,1.7,13,22,44,74.6,1,1.7,0,0,27,45.8,32,54.2
RACT,Staten Island Mental Health Society III,ACS,2016-17,44,0,0,15,34.1,27,61.4,2,4.5,0,0,21,47.7,23,52.3
RACT,Staten Island Mental Health Society III,ACS,2017-18,44,0,0,15,34.1,27,61.4,2,4.5,0,0,21,47.7,23,52.3
RACX,JEWISH COMMUNITY CENTER OF STATEN ISLAND,DOE,2015-16,42,7,16.7,3,7.1,10,23.8,20,47.6,2,4.8,18,42.9,24,57.1
RACX,Jewish Community Center Of Staten Island,DOE,2016-17,46,5,10.9,7,15.2,16,34.8,18,39.1,0,0,27,58.7,19,41.3
RACX,Jewish Community Center Of Staten Island,DOE,2017-18,38,1,2.6,10,26.3,14,36.8,10,26.3,3,7.9,18,47.4,20,52.6
RADK,Bumblebees-R-Us,DOE,2015-16,14,2,14.3,3,21.4,5,35.7,4,28.6,0,0,7,50,7,50
RADK,Bumble Bees R Us,DOE,2016-17,17,2,11.8,0,0,8,47.1,2,11.8,5,29.4,5,29.4,12,70.6
RADK,Bumble Bees R Us,DOE,2017-18,18,5,27.8,1,5.6,8,44.4,2,11.1,2,11.1,9,50,9,50
RADL,Busy Beach Day Care Inc.,DOE,2015-16,10,0,0,2,20,2,20,6,60,0,0,5,50,5,50
RADL,"Busy Beach Day Care, Inc.",DOE,2016-17,9,0,0,1,11.1,1,11.1,6,66.7,1,11.1,3,33.3,6,66.7
RADL,"Busy Beach Day Care, Inc.",DOE,2017-18,8,2,25,0,0,3,37.5,3,37.5,0,0,2,25,6,75
RADM,CAS SI Family services Center,DOE,2015-16,30,0,0,4,13.3,20,66.7,5,16.7,1,3.3,18,60,12,40
RADM,CAS SI Family services Center,DOE,2016-17,19,0,0,2,10.5,12,63.2,5,26.3,0,0,9,47.4,10,52.6
RADN,FOCH,ACS,2015-16,16,2,12.5,8,50,6,37.5,0,0,0,0,7,43.8,9,56.3
RADN,FOCH,ACS,2016-17,16,0,0,11,68.8,2,12.5,1,6.3,2,12.5,5,31.3,11,68.8
RADN,FOCH,ACS,2017-18,19,0,0,10,52.6,7,36.8,1,5.3,1,5.3,6,31.6,13,68.4
RADW,Staten Island Pre-School,DOE,2015-16,18,0,0,0,0,4,22.2,12,66.7,2,11.1,13,72.2,5,27.8
RADW,Staten Island Preschool,DOE,2016-17,18,0,0,0,0,3,16.7,13,72.2,2,11.1,6,33.3,12,66.7
RADW,Staten Island Preschool,DOE,2017-18,18,1,5.6,0,0,4,22.2,11,61.1,2,11.1,10,55.6,8,44.4
RAEH,JEWISH COMMUNITY CENTER OF STATEN ISLAND,DOE,2015-16,14,0,0,0,0,0,0,14,100,0,0,9,64.3,5,35.7
RAEH,Jewish Community Center Of Staten Island,DOE,2016-17,18,0,0,1,5.6,0,0,16,88.9,1,5.6,5,27.8,13,72.2
RAEH,Jewish Community Center Of Staten Island,DOE,2017-18,13,0,0,0,0,0,0,13,100,0,0,7,53.8,6,46.2
RAEL,"Smiles Around Us II, Inc.",DOE,2016-17,22,0,0,0,0,4,18.2,18,81.8,0,0,6,27.3,16,72.7
RAEL,"Smiles Around Us II, Inc.",DOE,2017-18,36,4,11.1,2,5.6,5,13.9,25,69.4,0,0,18,50,18,50
RAEM,Sisters of St. John the Baptist Inc.,DOE,2015-16,38,8,21.1,2,5.3,8,21.1,19,50,1,2.6,22,57.9,16,42.1
RAEM,Sisters of St. John the Baptist Inc.,DOE,2016-17,36,8,22.2,2,5.6,8,22.2,18,50,0,0,17,47.2,19,52.8
RAEM,Sisters of St. John the Baptist Inc.,DOE,2017-18,38,7,18.4,1,2.6,8,21.1,20,52.6,2,5.3,19,50,19,50
RAEN,Rose Group Family Day Care I,DOE,2015-16,12,2,16.7,8,66.7,1,8.3,1,8.3,0,0,6,50,6,50
RAEN,Rose Group Family Day Care I,DOE,2016-17,12,6,50,4,33.3,2,16.7,0,0,0,0,8,66.7,4,33.3
RAEW,"4 ANGELS DAY CARE, INC.",DOE,2015-16,13,0,0,3,23.1,9,69.2,1,7.7,0,0,8,61.5,5,38.5
RAEW,"4 ANGELS DAY CARE, INC.",DOE,2016-17,13,0,0,1,7.7,11,84.6,0,0,1,7.7,8,61.5,5,38.5
RAEW,"4 ANGELS DAY CARE, INC.",DOE,2017-18,13,0,0,5,38.5,7,53.8,1,7.7,0,0,7,53.8,6,46.2
RAEX,HOLY ROSARY SCHOOL,DOE,2015-16,80,5,6.3,5,6.3,18,22.5,52,65,0,0,47,58.8,33,41.3
RAEX,HOLY ROSARY SCHOOL,DOE,2016-17,63,12,19,5,7.9,21,33.3,25,39.7,0,0,33,52.4,30,47.6
RAEX,HOLY ROSARY SCHOOL,DOE,2017-18,67,10,14.9,2,3,21,31.3,30,44.8,4,6,33,49.3,34,50.7
RAEY,St. Adalbert's School,DOE,2015-16,39,0,0,14,35.9,18,46.2,5,12.8,2,5.1,15,38.5,24,61.5
RAEY,Saint Adalbert's School,DOE,2016-17,40,1,2.5,11,27.5,22,55,4,10,2,5,15,37.5,25,62.5
RAEY,Saint Adalbert's School,DOE,2017-18,40,1,2.5,10,25,23,57.5,3,7.5,3,7.5,22,55,18,45
RAFF,Big Birds Playhouse Corp.,DOE,2015-16,49,6,12.2,3,6.1,16,32.7,24,49,0,0,21,42.9,28,57.1
RAFF,Big Birds Playhouse Corp.,DOE,2016-17,54,5,9.3,0,0,18,33.3,31,57.4,0,0,28,51.9,26,48.1
RAFF,Big Birds Playhouse Corp.,DOE,2017-18,72,13,18.1,4,5.6,14,19.4,35,48.6,6,8.3,28,38.9,44,61.1
RAFG,FRIENDS Preschool,DOE,2015-16,14,0,0,0,0,0,0,14,100,0,0,6,42.9,8,57.1
RAFG,FRIENDS Preschool,DOE,2016-17,11,0,0,0,0,1,9.1,9,81.8,1,9.1,7,63.6,4,36.4
RAFG,FRIENDS Preschool,DOE,2017-18,14,0,0,2,14.3,1,7.1,11,78.6,0,0,10,71.4,4,28.6
RAFH,"CASTLE DAY CARE II, INC.",DOE,2015-16,18,1,5.6,10,55.6,5,27.8,0,0,2,11.1,14,77.8,4,22.2
RAFH,"CASTLE DAY CARE II, INC.",DOE,2016-17,18,1,5.6,7,38.9,10,55.6,0,0,0,0,9,50,9,50
RAFI,"CASTLE DAY CARE, INC.",DOE,2015-16,22,1,4.5,10,45.5,9,40.9,2,9.1,0,0,9,40.9,13,59.1
RAFI,"CASTLE DAY CARE, INC.",DOE,2016-17,26,0,0,14,53.8,9,34.6,1,3.8,2,7.7,8,30.8,18,69.2
RAFJ,THE CHILD STUDY CENTER OF NEW YORK,DOE,2015-16,21,4,19,4,19,12,57.1,1,4.8,0,0,12,57.1,9,42.9
RAFJ,Child Study Center of New York,DOE,2016-17,28,3,10.7,1,3.6,22,78.6,2,7.1,0,0,13,46.4,15,53.6
RAFJ,Child Study Center of New York,DOE,2017-18,29,6,20.7,1,3.4,22,75.9,0,0,0,0,15,51.7,14,48.3
RAFL,THE FORESIGHT SCHOOL,DOE,2015-16,79,13,16.5,0,0,25,31.6,40,50.6,1,1.3,46,58.2,33,41.8
RAFL,THE FORESIGHT SCHOOL,DOE,2016-17,84,14,16.7,3,3.6,20,23.8,43,51.2,4,4.8,48,57.1,36,42.9
RAFN,"High Hopes of Staten Island, Inc.",DOE,2015-16,20,0,0,0,0,4,20,16,80,0,0,10,50,10,50
RAFN,"High Hopes of Staten Island, Inc.",DOE,2016-17,20,2,10,0,0,2,10,13,65,3,15,9,45,11,55
RAFN,"High Hopes of Staten Island, Inc.",DOE,2017-18,20,1,5,0,0,3,15,15,75,1,5,7,35,13,65
RAFO,JEWISH COMMUNITY CENTER OF STATEN ISLAND,DOE,2015-16,43,6,14,0,0,12,27.9,23,53.5,2,4.7,17,39.5,26,60.5
RAFO,Jewish Community Center Of Staten Island,DOE,2016-17,40,5,12.5,1,2.5,4,10,27,67.5,3,7.5,26,65,14,35
RAFO,Jewish Community Center Of Staten Island,DOE,2017-18,44,3,6.8,5,11.4,7,15.9,27,61.4,2,4.5,22,50,22,50
RAFP,JEWISH COMMUNITY CENTER OF STATEN ISLAND,DOE,2015-16,34,6,17.6,1,2.9,6,17.6,21,61.8,0,0,14,41.2,20,58.8
RAFP,Jewish Community Center Of Staten Island,DOE,2016-17,41,7,17.1,1,2.4,7,17.1,25,61,1,2.4,19,46.3,22,53.7
RAFP,Jewish Community Center Of Staten Island,DOE,2017-18,25,7,28,0,0,4,16,14,56,0,0,13,52,12,48
RAFR,MINI WORLD PRESCHOOL,DOE,2015-16,14,0,0,0,0,6,42.9,8,57.1,0,0,9,64.3,5,35.7
RAFR,MINI WORLD PRESCHOOL,DOE,2016-17,18,1,5.6,0,0,6,33.3,11,61.1,0,0,11,61.1,7,38.9
RAFR,MINI WORLD PRESCHOOL,DOE,2017-18,15,1,6.7,1,6.7,3,20,9,60,1,6.7,10,66.7,5,33.3
RAFS,MISSION OF THE IMMACULATE VIRGIN,DOE,2015-16,31,0,0,1,3.2,1,3.2,29,93.5,0,0,13,41.9,18,58.1
RAFS,MISSION OF THE IMMACULATE VIRGIN,DOE,2016-17,31,0,0,0,0,3,9.7,28,90.3,0,0,17,54.8,14,45.2
RAFS,MISSION OF THE IMMACULATE VIRGIN,DOE,2017-18,27,0,0,1,3.7,4,14.8,22,81.5,0,0,12,44.4,15,55.6
RAFU,STEPPING STONES PRESCHOOL,DOE,2015-16,80,2,2.5,1,1.3,3,3.8,74,92.5,0,0,39,48.8,41,51.3
RAFU,STEPPING STONES PRESCHOOL,DOE,2016-17,80,1,1.3,0,0,8,10,70,87.5,1,1.3,44,55,36,45
RAFU,STEPPING STONES PRESCHOOL,DOE,2017-18,80,1,1.3,0,0,2,2.5,77,96.2,0,0,47,58.7,33,41.2
RAFV,SMALL WORLD PRE-SCHOOL,DOE,2015-16,34,3,8.8,1,2.9,5,14.7,23,67.6,2,5.9,15,44.1,19,55.9
RAFV,Small World Preschool,DOE,2016-17,25,2,8,0,0,6,24,15,60,2,8,10,40,15,60
RAFV,Small World Preschool,DOE,2017-18,21,0,0,0,0,5,23.8,16,76.2,0,0,10,47.6,11,52.4
RAFW,South Shore Toddler Academy,DOE,2015-16,16,0,0,0,0,6,37.5,10,62.5,0,0,8,50,8,50
RAFW,South Shore Toddler Academy,DOE,2016-17,19,2,10.5,0,0,1,5.3,16,84.2,0,0,11,57.9,8,42.1
RAFW,South Shore Toddler Academy,DOE,2017-18,15,2,13.3,0,0,3,20,10,66.7,0,0,6,40,9,60
RAFX,THE TANGLEWOOD MONTESSORI CORPORATION,DOE,2015-16,68,4,5.9,0,0,9,13.2,52,76.5,3,4.4,33,48.5,35,51.5
RAFY,THE CHILDREN'S PLAYHOUSE,DOE,2015-16,38,5,13.2,0,0,8,21.1,24,63.2,1,2.6,19,50,19,50
RAFY,Children's Playhouse,DOE,2016-17,17,3,17.6,0,0,3,17.6,11,64.7,0,0,7,41.2,10,58.8
RAFZ,The College of Staten Island - The Children's Center,DOE,2015-16,18,4,22.2,2,11.1,5,27.8,7,38.9,0,0,11,61.1,7,38.9
RAFZ,The College of Staten Island - The Children's Center,DOE,2016-17,20,4,20,1,5,10,50,4,20,1,5,8,40,12,60
RAFZ,The College of Staten Island - The Children's Center,DOE,2017-18,20,5,25,1,5,5,25,9,45,0,0,12,60,8,40
RAGA,The Wonder Years Preschool,DOE,2015-16,49,3,6.1,0,0,12,24.5,33,67.3,1,2,25,51,24,49
RAGA,Wonder Years Preschool,DOE,2016-17,47,4,8.5,1,2.1,11,23.4,29,61.7,2,4.3,18,38.3,29,61.7
RAGA,Wonder Years Preschool,DOE,2017-18,47,1,2.1,0,0,11,23.4,32,68.1,3,6.4,27,57.4,20,42.6
RAGC,YELED V'YALDA SILVER LAKE I Head Start,DOE,2015-16,31,0,0,0,0,30,96.8,1,3.2,0,0,19,61.3,12,38.7
RAGC,YELED V'YALDA SILVER LAKE I Head Start,DOE,2016-17,35,0,0,1,2.9,33,94.3,1,2.9,0,0,17,48.6,18,51.4
RAGC,YELED V'YALDA SILVER LAKE I Head Start,DOE,2017-18,26,1,3.8,1,3.8,22,84.6,2,7.7,0,0,17,65.4,9,34.6
RAGD,Yeled v' Yalda / Silver Lake Head Start II,DOE,2015-16,73,10,13.7,17,23.3,41,56.2,4,5.5,1,1.4,34,46.6,39,53.4
RAGD,Yeled V'Yalda / Silver Lake Head Start II,DOE,2016-17,56,6,10.7,17,30.4,30,53.6,3,5.4,0,0,30,53.6,26,46.4
RAGD,Yeled V'Yalda / Silver Lake Head Start II,DOE,2017-18,51,8,15.7,10,19.6,29,56.9,4,7.8,0,0,25,49,26,51
RAGF,SI YMCA NURSERY - NORTH,DOE,2015-16,36,4,11.1,0,0,4,11.1,25,69.4,3,8.3,15,41.7,21,58.3
RAGF,SI YMCA NURSERY - NORTH,DOE,2016-17,36,1,2.8,1,2.8,5,13.9,27,75,2,5.6,16,44.4,20,55.6
RAGF,SI YMCA NURSERY - NORTH,DOE,2017-18,36,7,19.4,0,0,6,16.7,23,63.9,0,0,20,55.6,16,44.4
RAGG,SI YMCA NURSERY - SOUTH,DOE,2015-16,65,3,4.6,0,0,16,24.6,46,70.8,0,0,32,49.2,33,50.8
RAGG,SI YMCA NURSERY - SOUTH,DOE,2016-17,64,3,4.7,0,0,15,23.4,45,70.3,1,1.6,40,62.5,24,37.5
RAGG,SI YMCA NURSERY - SOUTH,DOE,2017-18,72,3,4.2,1,1.4,15,20.8,52,72.2,1,1.4,35,48.6,37,51.4
RAGH,Richmond Hill Children's Center,DOE,2015-16,41,3,7.3,0,0,13,31.7,24,58.5,1,2.4,19,46.3,22,53.7
RAGH,Richmond Hill Children's Center,DOE,2016-17,33,5,15.2,0,0,5,15.2,22,66.7,1,3,16,48.5,17,51.5
RAGH,Richmond Hill Children's Center,DOE,2017-18,36,9,25,0,0,6,16.7,19,52.8,2,5.6,17,47.2,19,52.8
RAGJ,Staten island Mental Health Society Head Start,ACS,2015-16,21,0,0,11,52.4,10,47.6,0,0,0,0,14,66.7,7,33.3
RAGJ,Staten island Mental Health Society Head Start,ACS,2016-17,28,0,0,14,50,14,50,0,0,0,0,14,50,14,50
RAGJ,Staten island Mental Health Society Head Start,ACS,2017-18,32,1,3.1,11,34.4,18,56.3,2,6.3,0,0,20,62.5,12,37.5
RAGK,Staten Island Head Start,ACS,2015-16,66,1,1.5,36,54.5,26,39.4,1,1.5,2,3,36,54.5,30,45.5
RAGK,Staten Island Head Start,ACS,2016-17,59,1,1.7,35,59.3,21,35.6,1,1.7,1,1.7,26,44.1,33,55.9
RAGK,Staten Island Head Start,ACS,2017-18,58,1,1.7,29,50,21,36.2,5,8.6,2,3.4,25,43.1,33,56.9
RAGM,Staten Island Head Start,DOE,2015-16,32,1,3.1,7,21.9,20,62.5,4,12.5,0,0,10,31.3,22,68.8
RAGM,Staten Island Head Start,DOE,2016-17,25,1,4,6,24,15,60,3,12,0,0,10,40,15,60
RAGM,Staten Island Head Start,DOE,2017-18,16,0,0,2,12.5,12,75,2,12.5,0,0,7,43.8,9,56.3
RAHA,Lemon Tree,DOE,2015-16,39,14,35.9,2,5.1,10,25.6,11,28.2,2,5.1,21,53.8,18,46.2
RAHA,Lemon Tree,DOE,2016-17,20,3,15,0,0,5,25,10,50,2,10,11,55,9,45
RAHA,Lemon Tree,DOE,2017-18,32,6,18.8,3,9.4,11,34.4,12,37.5,0,0,15,46.9,17,53.1
RAHC,CBI Academy Preschool,DOE,2015-16,8,0,0,0,0,2,25,5,62.5,1,12.5,6,75,2,25
RAHC,CBI Academy Preschool,DOE,2016-17,10,1,10,0,0,1,10,8,80,0,0,5,50,5,50
RAHC,CBI Academy Preschool,DOE,2017-18,6,1,16.7,0,0,2,33.3,3,50,0,0,4,66.7,2,33.3
RAHD,J &J Academy,DOE,2015-16,36,8,22.2,5,13.9,8,22.2,15,41.7,0,0,20,55.6,16,44.4
RAHD,J & J Academy,DOE,2016-17,35,8,22.9,2,5.7,7,20,17,48.6,1,2.9,12,34.3,23,65.7
RAHD,J & J Academy,DOE,2017-18,36,12,33.3,3,8.3,5,13.9,14,38.9,2,5.6,20,55.6,16,44.4
RAHW,Staten Island Children's Academy,DOE,2015-16,55,0,0,2,3.6,2,3.6,47,85.5,4,7.3,24,43.6,31,56.4
RAHW,Staten Island Children's Academy,DOE,2016-17,60,3,5,0,0,7,11.7,48,80,2,3.3,30,50,30,50
RAHW,Staten Island Children's Academy,DOE,2017-18,60,4,6.7,2,3.3,8,13.3,44,73.3,2,3.3,33,55,27,45
RAHZ,"Hylan Day Care, Inc.",DOE,2015-16,32,5,15.6,0,0,5,15.6,20,62.5,2,6.3,17,53.1,15,46.9
RAHZ,"Hylan Day Care, Inc.",DOE,2016-17,27,3,11.1,0,0,10,37,13,48.1,1,3.7,11,40.7,16,59.3
RAHZ,"Hylan Day Care, Inc.",DOE,2017-18,25,6,24,3,12,4,16,12,48,0,0,13,52,12,48
RAIJ,Hugs & kiddies,DOE,2015-16,11,1,9.1,2,18.2,4,36.4,4,36.4,0,0,9,81.8,2,18.2
RAIJ,Hugs & kiddies,DOE,2016-17,12,1,8.3,1,8.3,0,0,9,75,1,8.3,6,50,6,50
