Site ID,Program Code,Program Name,Address 1,Address 2,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
XAPZ,07XAHR,Concord Head Start/Early Learn Center,560 Concord Avenue,"Bronx, NY 10455",NYCEEC,36,8:30 a.m,Both half day and full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,98%,100%,13,37%,2014-15 School Year,6.6,4,6.3,4,4.6,3,2016-17 School Year,4.8,3,6.3,4,6.6,4,5.4,4,3.5,3,4.1,3,2.5,1,N/A,
XAQA,11XAHS,"Little Stars Too, inc.",1083 Allerton Avenue,"Bronx, NY 10469",NYCEEC,37,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,95%,90%,100%,11,33%,2014-15 School Year,6.3,4,6.6,4,4.5,3,2016-17 School Year,5.4,4,6.3,4,6.6,4,4.3,3,6,4,4.6,3,6.7,4,N/A,
XAQK,07XAHW,Betances Early Childhood Center (NYCHA),528 East 146th Street,"Bronx, NY 10455",NYCEEC,17,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,75%,81%,73%,74%,8,50%,2015-16 School Year,6.6,4,6.9,4,3.4,3,2014-15 School Year,4.2,3,4.5,3,6.4,4,4.2,3,2.7,3,4.1,3,3.7,3,N/A,
XAQL,08XAIB,Throggs Neck Early Learn Center,461 Swinton Avenue,"Bronx, NY 10465",NYCEEC,11,8:00 a.m,Full day,false,false,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,6.1,4,6.1,4,3.5,3,2016-17 School Year,4.1,3,5.5,4,6,4,4.2,3,3.5,3,3.3,2,3,2,N/A,
XAQS,08XAIC,LSSMNY: Early LIFE Children's Center 2,888 Westchester Avenue,"Bronx, NY 10459",NYCEEC,61,1899-12-31T09:00:00.000,Full day,false,true,Breakfast/Lunch,Please contact site for more information,,,95%,91%,91%,99%,15,29%,2015-16 School Year,6.0,4,5.7,3,2.9,2,2016-17 School Year,4.5,3,6.3,4,6.6,4,4.9,3,3.2,3,3.9,3,2.8,1,N/A,
XAQY,10XAID,LSSMNY: Early LIFE Children's Center 1,80 East 181 Street,"Bronx, NY 10453",NYCEEC,84,N/A,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,83%,83%,88%,83%,6,9%,2014-15 School Year,5.9,3,5.6,3,3.1,2,2016-17 School Year,4.4,3,5.5,4,7,4,4.4,3,2.7,3,4.3,3,2.5,1,N/A,
XARA,10XAIF,Be Above 52,1810 Davidson Avenue,"Bronx, NY 10453",NYCEEC,52,9:00 a.m,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,98%,98%,98%,49,100%,2015-16 School Year,6.1,4,6.1,4,3.3,3,2016-17 School Year,3.9,3,4.5,3,5,4,4.3,3,3.5,3,2.9,1,3.8,3,N/A,
XARC,09XAIM,Highbridge Advisory Council Early Childhood Center #3,1399 Ogden Avenue,"Bronx, NY 10452",NYCEEC,29,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,98%,99%,100%,23,96%,2015-16 School Year,6.6,4,5.8,3,3.5,3,2014-15 School Year,5.3,4,7,4,6,4,5.6,4,4.3,4,5.1,4,3.7,3,N/A,
XARD,09XAIN,Highbridge Advisory Council DCC (Nelson Avenue),1181 Nelson Avenue,"Bronx, NY 10452",NYCEEC,77,8:15 a.m,Full day,false,false,Lunch/Snack(s),Outdoor (onsite) playspace,,,92%,89%,87%,91%,25,48%,2016-17 School Year,6.9,4,6.3,4,2.3,2,2016-17 School Year,3.6,3,3.3,2,4.8,3,4.3,3,2.3,3,3.6,3,2.7,1,N/A,
XARG,09XAIQ,Richard H. Mangum Early Learning Center,383 East 162nd Street,"Bronx, NY 10451",NYCEEC,17,8:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,6.7,4,6.6,4,3.5,3,2016-17 School Year,3.6,3,5,4,4.6,3,3.8,3,3,3,2.8,1,3.3,2,N/A,
XARI,10XAJB,"Concourse House, HDFC",2348 Webster Avenue,"Bronx, NY 10458",NYCEEC,50,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,95%,92%,96%,99%,15,31%,2014-15 School Year,6.3,4,6.1,4,2.8,2,2016-17 School Year,4.5,3,5.3,4,5.4,4,5.1,4,3.3,3,4.1,3,3.3,2,N/A,
XARJ,12XAJD,Bronx Early Childhood Center,1515 Southern Boulevard,"Bronx, NY 10460",NYCEEC,31,8:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,91%,87%,92%,23,79%,2014-15 School Year,6.0,4,6.1,4,3.5,3,2016-17 School Year,3.9,3,5.5,4,5,4,4,3,2.5,3,3.8,3,3.3,2,N/A,
XARN,09XAJJ,Sharon Baptist - Center II,279 East Burnside Avenue,"Bronx, NY 10457",NYCEEC,49,1899-12-31T12:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor,,,96%,100%,93%,100%,9,23%,2016-17 School Year,5.5,3,5.3,3,1.8,1,2014-15 School Year,3.4,3,4.3,3,3.6,3,2.9,1,3.2,3,3.5,3,3.8,3,N/A,
XARP,08XAJR,"Providence Rest Child Day Care Center, Inc.",3310 Campbell Drive,"Bronx, NY 10465",NYCEEC,18,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,100%,95%,100%,5,31%,2016-17 School Year,6.6,4,6.3,4,1.8,1,2015-16 School Year,4.3,3,6,4,6.4,4,4.6,3,2.3,3,3.8,3,3.5,3,N/A,
XARQ,12XAJT,East Tremont Child Care and Development Center,1811 Crotona Avenue,"Bronx, NY 10457",NYCEEC,8,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2016-17 School Year,5.6,3,4.9,2,2,2,2014-15 School Year,4.2,3,5.3,4,3.2,2,5.4,4,3.2,3,4.1,3,2.7,1,N/A,
XARR,12XAJU,Children's Aid at P.S. 211,1919 Prospect Avenue,"Bronx, NY 10457",NYCEEC,32,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,80%,81%,89%,78%,17,55%,2014-15 School Year,5.8,3,6.1,4,2.9,2,2016-17 School Year,4.1,3,5.5,4,6.4,4,3.5,3,2.7,3,4,3,3.3,2,N/A,
XARS,12XAKA,Intervale (Center #2),1054 Intervale Avenue,"Bronx, NY 10459",NYCEEC,59,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,,95%,92%,96%,98%,16,29%,2015-16 School Year,6.7,4,6.6,4,3.2,2,2014-15 School Year,3.6,3,4.8,3,2.2,1,4.7,3,3.2,3,3.4,3,2.7,1,N/A,
XARV,08XAKB,Watson Avenue ECC,1880 Watson Avenue,"Bronx, NY 10472",NYCEEC,43,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,83%,87%,89%,88%,8,20%,2015-16 School Year,6.7,4,6.2,4,2.9,2,2016-17 School Year,3.7,3,4,3,5.6,4,4,3,2.7,3,3.4,3,2.5,1,N/A,
XARW,12XAKD,Sound Dale Center for ECE,1211 Croes Avenue,"Bronx, NY 10472",NYCEEC,99,1899-12-31T08:05:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,99%,97%,93%,98%,30,33%,2016-17 School Year,7.0,4,6.9,4,2.3,2,2014-15 School Year,4.3,3,5.3,4,5.4,4,5.2,4,2.3,3,3.9,3,3.5,3,N/A,
XASA,12XAKE,Bronx River Early Learn Center,1555 East 174th Street,"Bronx, NY 10472",NYCEEC,20,9:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,6.1,4,5.7,3,2.1,2,2016-17 School Year,3.9,3,6.3,4,5.4,4,3.8,3,2.7,3,3.4,3,3,2,N/A,
XASB,08XAKF,Stepping Stone Day School,2826 Westchester Avenue,"Bronx, NY 10461",NYCEEC,18,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,96%,100%,93%,100%,9,53%,2014-15 School Year,6.1,4,6.0,4,4.7,3,2015-16 School Year,4.7,3,4.5,3,5.2,4,4.9,3,1.5,2,5.6,4,6.8,4,N/A,
XASC,09XAKH,Labor Bathgate Community CCC,1638 Anthony Avenue,"Bronx, NY 10457",NYCEEC,23,1899-12-31T08:30:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,98%,99%,100%,13,65%,2014-15 School Year,4.7,2,4.1,2,2.4,2,2015-16 School Year,3.5,3,4.5,3,4,3,3.2,2,3.2,3,3.3,2,3.5,3,N/A,
XASE,11XAKJ,Wake-Eden Christian Academy,2074 Strang Avenue,"Bronx, NY 10466",NYCEEC,36,Contact program,Half day,false,false,Contact program directly for details,Please contact site for more information,,,100%,100%,91%,100%,11,31%,2015-16 School Year,5.7,3,5.4,3,2.5,2,2014-15 School Year,3.8,3,4,3,5.8,4,3.7,3,2.3,3,3.6,3,4,3,N/A,
XASH,07XAKO,Episcopal Social Services Head Start (Paul's House),500 Bergen Avenue,"Bronx, NY 10455",NYCEEC,13,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,71%,66%,74%,68%,9,69%,2014-15 School Year,6.0,4,5.3,3,3.4,3,2016-17 School Year,5.2,4,6.8,4,4.4,3,6.3,4,3.5,3,4.9,3,5.5,4,N/A,
XASN,12XAKQ,HELP III,785 Crotona Park North,"Bronx, NY 10460",NYCEEC,11,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,97%,100%,95%,92%,11,100%,2015-16 School Year,6.1,4,5.6,3,3.2,2,N/A,,,,,,,,,,,,,,,N/A,
XASO,08XAKR,Prospect Early Childhood Center,730 Kelly Street,"Bronx, NY 10455",NYCEEC,9,Contact program,Full day,false,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,87%,85%,100%,6,100%,2014-15 School Year,6.9,4,6.5,4,5.8,4,2016-17 School Year,4.4,3,5.3,4,6.6,4,4.8,3,3.2,3,3.3,2,3.3,2,N/A,
XAST,10XAKZ,Harry H. Gordon School (NYL),2465 Bathgate Avenue,"Bronx, NY 10458",NYCEEC,8,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.1,4,6.2,4,2.4,2,2014-15 School Year,4.2,3,4.8,3,6.8,4,4.3,3,2.5,3,4,3,3,2,N/A,
XASV,11XALA,Westchester Tremont DCC,2547 East Tremont Avenue,"Bronx, NY 10461",NYCEEC,20,1899-12-31T09:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.6,4,6.7,4,3.4,3,2014-15 School Year,3.7,3,3,2,5.2,4,3.5,3,2.3,3,4.5,3,3.3,2,N/A,
XASX,09XALB,WHEDco Early Childhood Discovery Center,50 East 168th Street,"Bronx, NY 10452",NYCEEC,95,Contact program,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,98%,98%,97%,99%,65,96%,2015-16 School Year,6.3,4,6.0,4,2.8,2,2014-15 School Year,4.2,3,5,4,5.8,4,4.5,3,3,3,3.8,3,3.3,2,N/A,
XASY,08XALE,NP Ready Set Learn,830 Fox Street,"Bronx, NY 10459",NYCEEC,26,N/A,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,100%,97%,97%,100%,22,85%,2016-17 School Year,6.6,4,6.5,4,2.1,2,2014-15 School Year,4.1,3,5.3,4,2.4,1,5.3,4,2.7,3,4.1,3,4.3,3,N/A,
XATD,10XALJ,"Saint Jemuel Group Family Day Care, Inc.",2836 Webb Avenue,"Bronx, NY 10468",NYCEEC,31,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,96%,99%,97%,96%,28,93%,2015-16 School Year,5.8,3,5.8,3,2.4,2,2016-17 School Year,4.2,3,5.5,4,6.6,4,4.2,3,2.7,3,3.9,3,2.8,1,N/A,
XATE,08XALQ,Blondell Joyner DCC,901 Tinton Avenue,"Bronx, NY 10456",NYCEEC,28,8:00 a.m,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,6.1,4,5.2,3,2.8,2,2016-17 School Year,3.3,2,4.8,3,3.2,2,4,3,2,2,2.9,1,2.7,1,N/A,
XATI,08XALR,Five Star DCC,3261 Third Avenue,"Bronx, NY 10456",NYCEEC,43,9:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,,96%,100%,5,24%,2014-15 School Year,5.8,3,5.9,3,3.1,2,2015-16 School Year,4.6,3,6,4,6.6,4,4.6,3,2.7,3,3.9,3,5.3,4,N/A,
XATO,10XALV,Kingsbridge Heights Community Center,295 West 231st Street,"Bronx, NY 10463",NYCEEC,76,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,97%,95%,96%,97%,65,93%,2014-15 School Year,5.5,3,5.7,3,3.9,3,2016-17 School Year,3.8,3,6.3,4,5.4,4,3.8,3,2.8,3,2.9,1,2.8,1,N/A,
XATQ,09XALW,Sharon Baptist - Center I,507 East 165th Street,"Bronx, NY 10456",NYCEEC,48,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor,,,,,,,,,2014-15 School Year,5.7,3,5.1,3,2.5,2,2016-17 School Year,4.4,3,5.5,4,5,4,4.7,3,3,3,4.1,3,4,3,N/A,
XATR,09XALY,LSSMNY: Early LIFE Children's Center 4,200 West Tremont Avenue,"Bronx, NY 10453",NYCEEC,41,N/A,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.2,4,6.2,4,3,2,2016-17 School Year,3.5,3,5,4,4.6,3,3.8,3,2.5,3,2.6,1,3.3,2,N/A,
XAUP,09XALZ,Mid Bronx Senior Citizen Center,100 East Mount Eden Avenue,"Bronx, NY 10452",NYCEEC,103,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (offsite) playspace,,,96%,96%,96%,96%,69,70%,2014-15 School Year,5.9,3,5.6,3,2.6,2,2016-17 School Year,4.5,3,6.3,4,7,4,4.2,3,3.3,3,3.6,3,3.5,3,N/A,
XAVD,10XAMB,Trabajamos Community Head Start,2167 University Avenue,"Bronx, NY 10453",NYCEEC,34,Contact program,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,98%,96%,97%,99%,21,64%,2014-15 School Year,5.9,3,5.4,3,3.6,3,2016-17 School Year,3.9,3,4.5,3,3.8,3,4.8,3,3.2,3,3.8,3,2.5,1,N/A,
XAVJ,09XAMI,Aleene Logan Day Care,1450 Webster Avenue,"Bronx, NY 10456",NYCEEC,13,Contact program,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,7.0,4,6.9,4,4.5,3,2016-17 School Year,4.2,3,5,4,6,4,4.2,3,3,3,3.9,3,3.7,3,N/A,
XAVW,10XAMQ,Mosholu Montefiore - Van Cortlandt,3880 Sedgwick Avenue,"Bronx, NY 10463",NYCEEC,70,1899-12-31T08:30:00.000,Both half day and full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,98%,97%,98%,50,74%,2014-15 School Year,6.8,4,6.3,4,4.4,3,2016-17 School Year,3.6,3,4.8,3,4.4,3,3.7,3,2.6,3,2.9,1,4.3,3,N/A,
XAVX,07XAMR,Iola Jordan Day Care,421 East 161st Street,"Bronx, NY 10451",NYCEEC,62,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,97%,99%,12,21%,2015-16 School Year,6.8,4,6.6,4,3.9,3,2014-15 School Year,4.3,3,6,4,6.4,4,3.9,3,3.2,3,4.3,3,2.7,1,N/A,
XAWG,07XAMT,East Side House,375 East 143rd Street,"Bronx, NY 10454",NYCEEC,41,1899-12-31T08:30:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,99%,91%,91%,89%,28,80%,2014-15 School Year,6.0,4,5.8,3,2.5,2,2016-17 School Year,4.3,3,5,4,5.2,4,4.8,3,3.7,3,3.6,3,3.8,3,N/A,
XAWK,07XAMV,Children's Pride,414 Morris Avenue,"Bronx, NY 10451",NYCEEC,29,1899-12-31T08:30:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,95%,100%,95%,100%,21,78%,2015-16 School Year,6.9,4,6.5,4,3.7,3,2016-17 School Year,4.6,3,5.5,4,6.8,4,4.5,3,3.7,3,3.9,3,4,3,N/A,
XAWL,07XAMW,East Side House,200 Alexander Avenue,"Bronx, NY 10454",NYCEEC,11,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,96%,100%,6,55%,2015-16 School Year,6.8,4,6.7,4,3.4,3,2014-15 School Year,3.7,3,4.5,3,3.2,2,4.3,3,2.7,3,4,3,3.3,2,N/A,
XAWP,07XANA,South Bronx Head Start I,490 East 143rd Street,"Bronx, NY 10454",NYCEEC,28,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,97%,100%,21,75%,2015-16 School Year,6.6,4,6.1,4,2.6,2,2014-15 School Year,2.8,1,1.8,1,1,1,3.1,2,3,3,4,3,2.3,1,N/A,
XAWX,07XANC,Salvation Army - Bronx Citadel,425 E 159th Street,"Bronx, NY 10451",NYCEEC,20,9:30 a.m,Full day,false,false,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,97%,96%,97%,17,85%,2016-17 School Year,4.2,2,4.3,2,1.8,1,2014-15 School Year,3.8,3,5.5,4,4,3,3.9,3,3,3,4.3,3,2.3,1,N/A,
XAYB,08XANI,IVY LEAGUE EARLY LEARNING ACADEMY,4022 East Tremont Avenue,"Bronx, NY 10465",NYCEEC,76,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,98%,79%,80%,83%,15,21%,2015-16 School Year,6.8,4,6.6,4,2.2,2,2014-15 School Year,3.4,3,3.8,3,3.8,3,2.8,1,3.7,3,4,3,1.7,1,N/A,
XAYC,08XANJ,"Just 4 Kids Soundview Center, Inc.",214-216 Soundview Avenue,"Bronx, NY 10473",NYCEEC,10,1899-12-31T08:00:00.000,Full day,true,false,Contact program directly for details,Outdoor (offsite) playspace,,,100%,95%,91%,92%,5,50%,2016-17 School Year,6.0,4,5.4,3,2.1,2,2015-16 School Year,3.8,3,4.8,3,4.2,3,3.9,3,2.3,3,3.5,3,5,4,N/A,
XAYD,08XANK,Just 4 Kids Kiddie Kollege,781 Castle Hill Avenue,"Bronx, NY 10473",NYCEEC,13,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2014-15 School Year,5.9,3,5.7,3,3.7,3,2016-17 School Year,4.2,3,6,4,6,4,4.1,3,3.5,3,3.8,3,1.7,1,N/A,
XAYE,08XANN,Gwendolyn Bland DC,749 East 163rd Street,"Bronx, NY 10456",NYCEEC,39,1899-12-31T09:00:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,96%,99%,98%,98%,27,77%,2014-15 School Year,5.6,3,6.1,4,2.3,2,2016-17 School Year,4.1,3,5.5,4,6.2,4,4.9,3,2,2,4,3,1.8,1,N/A,
XAYK,09XANT,Louis A. Fickling Child Development Center,1240 Webster Avenue,"Bronx, NY 10456",NYCEEC,19,8:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,81%,65%,86%,83%,6,32%,2014-15 School Year,5.9,3,5.2,3,2.5,2,2016-17 School Year,4.4,3,5.3,4,6.4,4,4.5,3,2.8,3,4.3,3,3.7,3,N/A,
XAYP,09XANU,HELP II,285 East 171st Street,"Bronx, NY 10457",NYCEEC,20,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,96%,100%,6,46%,2016-17 School Year,5.6,3,4.8,2,1.9,1,2014-15 School Year,3.3,2,3.8,3,2.4,1,3.9,3,3.3,3,3.5,3,1.7,1,N/A,
XAYQ,09XANV,Highbridge Advisory Council Doris East Stone Day Care,1165 University Avenue,"Bronx, NY 10452",NYCEEC,27,8:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,100%,100%,23,96%,2014-15 School Year,6.1,4,6.0,4,3.5,3,2015-16 School Year,5,4,6.3,4,5.8,4,4.7,3,3.8,4,4.8,3,5.5,4,N/A,
XAYV,09XANW,Highbridge Advisory Council Head Start,880 River Avenue,"Bronx, NY 10452",NYCEEC,52,Contact program,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,100%,96%,100%,97%,18,38%,2015-16 School Year,6.8,4,6.3,4,3.7,3,2014-15 School Year,3.2,2,2.8,1,3.8,3,3,2,3.3,3,3.5,3,2.3,1,N/A,
XAZB,07XANX,Highbridge Advisory Council Marshall England ELC,800 Concourse Village East,"Bronx, NY 10451",NYCEEC,40,Contact program,Full day,false,false,Contact program directly for details,Please contact site for more information,,,97%,91%,90%,95%,32,89%,2015-16 School Year,5.9,3,5.4,3,2.3,2,2014-15 School Year,4.3,3,4.8,3,5.2,4,4,3,3.2,3,4.8,3,3.7,3,N/A,
XAZD,09XANZ,Walton (Center #5),1871 Walton Avenue,"Bronx, NY 10453",NYCEEC,75,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,97%,97%,98%,97%,34,72%,2015-16 School Year,6.8,4,6.6,4,3.4,3,2016-17 School Year,4.3,3,5.5,4,6.4,4,4.5,3,3.2,3,3.9,3,2.8,1,N/A,
XAZM,09XAOA,Promesa Multi-Cultural DCC II,300 East 175th Street,"Bronx, NY 10457",NYCEEC,73,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,97%,96%,95%,97%,52,76%,2015-16 School Year,6.6,4,6.7,4,4,3,2016-17 School Year,4.7,3,5.5,4,6.6,4,4.4,3,3.2,3,3.8,3,6,4,N/A,
XAZX,09XAOB,South Bronx Head Start II,141 Featherbed Lane,"Bronx, NY 10452",NYCEEC,29,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6.9,4,6.7,4,4.1,3,2014-15 School Year,4.2,3,4.5,3,5.8,4,4.4,3,3.5,3,4.3,3,2.8,1,N/A,
,09XAOC,South Bronx III,1458 Webster Avenue,"Bronx, NY 10456",NYCEEC,32,Contact program,Full day,false,false,Contact program directly for details,Please contact site for more information,,,100%,100%,94%,99%,13,43%,2016-17 School Year,5.1,3,5.1,3,2.3,2,2015-16 School Year,3.4,3,4.3,3,4.2,3,4.2,3,2,2,3.1,2,1.7,1,N/A,
,09XAOD,BronxWorks,1130 Grand Concourse,"Bronx, NY 10456",NYCEEC,40,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,99%,99%,97%,100%,32,84%,2015-16 School Year,6.3,4,6.5,4,2.9,2,2014-15 School Year,3.7,3,5.3,4,4.4,3,3.5,3,2.7,3,3.3,2,3.8,3,N/A,
,09XAOF,Tremont Monterey Day Care Center II,1600 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,28,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,97%,100%,7,26%,2015-16 School Year,6.6,4,6.4,4,3.7,3,2014-15 School Year,4.3,3,5.5,4,6.6,4,4,3,2.5,3,4.5,3,3,2,N/A,
,09XAOI,Sharon Baptist - Center IV,1925 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,37,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.3,4,5.7,3,2.9,2,2014-15 School Year,3.6,3,5,4,3,2,4.2,3,2.8,3,3.3,2,3.5,3,N/A,
,09XAOK,Seventh Avenue Center for Family Services,1646 Montgomery Avenue,"Bronx, NY 10453",NYCEEC,20,8:00 a.m,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,100%,98%,99%,19,100%,2015-16 School Year,6.8,4,6.9,4,4.3,3,2016-17 School Year,4.4,3,5.5,4,5.2,4,4.6,3,3.2,3,4,3,4.5,3,N/A,
,10XAOL,St. Nicholas of Tolentine Head Start,2331 University Avenue,"Bronx, NY 10468",NYCEEC,18,8:30 a.m,Half day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6.0,4,5.6,3,3.1,2,2014-15 School Year,4.4,3,4.8,3,5,4,5.3,4,2.6,3,4,3,4.5,3,N/A,
,10XAOM,Belmont Community Day Care Center,2340 Cambreleng Avenue,"Bronx, NY 10458",NYCEEC,96,1899-12-31T08:15:00.000,Full day,false,true,Contact program directly for details,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),,99%,100%,97%,98%,52,58%,2016-17 School Year,6.6,4,6.3,4,3.3,3,2015-16 School Year,4.1,3,5.8,4,5.8,4,4.3,3,3.3,3,3.3,2,3,2,N/A,
