SiteID,Program Code,Name,Site_Address 1,City_State_Zip,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-off Available,LATE Pick-Up Available,Meals,Playspace,DualLanguage,Collaborative Teachers - Survey Percent Positive,Site_Supportive_Environment -Survey Percent Positive,Site_Effective_Leadership - Survey Percent Positive,Site Strong Family Ties - Survey Percent Positive,Site Trust - Survey Percent Positive,Survey - # of Guardian Responses,Survey -Guardian Response Rate,CLASS Most Recent AssessmentYear,CLASS_Emotional Support Score,CLASS_Emotional Support Rating,CLASS_Classroom Organization Score,CLASS Classrooom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent AssessmentYear,ECERS Oberservation Average Score,ECERS Observation Average Score,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space/Furnishings Score,ECERS Space/Furnishings Rating,ECERS Program Structure Score,Ecers Program Structure Rating,Quality Review - Dates_of_Review,Quality Review - How well do teachers work with each other
QADZ,28QADZ,OUR SAVIOUR LUTHERAN SCHOOL,6433 Woodhaven Boulevard,"Queens, NY 11374",NYCEEC,88,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.96,0.93,0.96,36,41,2017-18 School Year,6.7,4,6.6,4,2.6,2,2016-17 School Year,3.6,3,4.8,3,3,2,5.2,4,2.2,2,3.1,2,2.3,1,,
QAGI,28QAGI,Saint Nicolas of Tolentine School,8022 Parsons Boulevard,"Queens, NY 11435",NYCEEC,35,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,1,0.95,0.97,0.96,10,31,2017-18 School Year,6.8,4,6.3,4,3.3,3,2016-17 School Year,4.6,3,6.3,4,5.4,4,4.7,3,3,3,4.9,3,3.3,2,,
QAIR,28QAIR,Yeshiva Tifereth Moshe Day Care,8306 Abingdon Road,"Queens, NY 11415",NYCEEC,38,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,1,0.99,1,36,100,2015-16 School Year,6.4,4,6.1,4,3.5,3,2017-18 School Year,4.5,3,5.3,4,5.4,4,4.7,3,3,3,4,3,5.5,4,,
QAIW,28QAIW,Yeshivath Ohr Haiim,86-06 135th Street,"Queens, NY 11418",NYCEEC,11,12/31/1899 09:30:00 AM,Half day,Yes,Yes,Contact program directly for details,Please contact site for more information,,,,,,,,,2017-18 School Year,6,4,5.3,3,3.3,3,2016-17 School Year,3.5,3,4.3,3,3.4,3,4.2,3,2.4,3,2.6,1,4,3,,
QAJQ,28QAJQ,Forest Hills Jewish Center Nursery and Pre-k,106-06 QUEENS BOULEVARD,"Forest Hills, NY 11375",NYCEEC,35,12/31/1899 09:20:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.98,0.91,0.89,0.94,26,74,2017-18 School Year,6.7,4,6.4,4,4.5,3,2016-17 School Year,4.5,3,5.5,4,4.4,3,5.6,4,2.5,3,4.1,3,4.3,3,,
QALO,28QALO,Imagine Early Learning Center,1 Jamaica Center Plaza,"Queens, NY 11432",NYCEEC,11,12/31/1899 07:00:00 AM,Full day,Yes,Yes,"Snack(s) only
(Not an approved meal pattern for full day programs)",Indoor,,,,,,,,,2017-18 School Year,6.9,4,6.4,4,3.8,3,2015-16 School Year,4.1,3,5.3,4,6,4,4.2,3,2.5,3,3,2,4.5,3,,
QANV,28QANV,"HAPPY DRAGON OF USA, INC.",9825 Horace Harding Expressway,"Queens, NY 11368",NYCEEC,98,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Outdoor (offsite) playspace,,,1,0.98,0.95,1,88,93,2015-16 School Year,6.8,4,6.7,4,3.3,3,2017-18 School Year,5.1,4,5.5,4,6.6,4,6.7,4,3.5,3,3.6,3,3.7,3,,
QAOC,28QAOC,Afro American Parents,117-02 Guy R Brewer Boulevard,"Queens, NY 11434",NYCEEC,16,12/31/1899 09:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,0.9,0.85,0.86,0.87,5,33,2015-16 School Year,6.6,4,6.4,4,3.9,3,2017-18 School Year,3.4,3,4.5,3,4.2,3,3.8,3,2.8,3,3,2,1.3,1,,
QAOO,28QAOO,Forest Park - Beth Jacob,10235 63 Road,"Queens, NY 11375",NYCEEC,130,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.97,0.89,0.9,0.93,33,27,2017-18 School Year,6.9,4,6.8,4,2.6,2,2015-16 School Year,3.9,3,5,4,4.2,3,4.1,3,1.6,2,3.8,3,5.3,4,,
QAPB,28QAPB,All My Children Day Care 4,110-15 164 Place,"Queens, NY 11433",NYCEEC,34,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.7,0.86,0.86,5,16,2015-16 School Year,6.8,4,6.7,4,2.5,2,2016-17 School Year,5,4,5.5,4,6.6,4,5,4,3.5,3,5.4,4,3.7,3,,
QAPK,28QAPK,Concerned Parents of Jamaica Early Learning Center,143-04 101 Avenue,"Queens, NY 11435",NYCEEC,63,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,,0.95,0.94,0.92,0.96,43,72,2017-18 School Year,6.9,4,6.5,4,2.3,2,2016-17 School Year,3.5,3,5,4,6.2,4,2.6,1,2.7,3,3.8,3,1.8,1,,
QAPL,28QAPL,Sholom Day Care 1,82-04 Lefferts Boulevard,"Queens, NY 11418",NYCEEC,22,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.1,4,5.7,3,3.1,2,2016-17 School Year,4.9,3,6,4,5,4,6.1,4,3.2,3,5.4,4,3,2,,
QAPM,28QAPM,Charles R Drew ELC 3,165-15 Archer Avenue,"Queens, NY 11433",NYCEEC,33,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,Contact program directly for details,Please contact site for more information,,,1,0.96,0.95,0.98,14,48,2015-16 School Year,6,4,5.9,3,2.3,2,2016-17 School Year,4.2,3,6.3,4,4.8,3,4.3,3,3.5,3,3.5,3,3.7,3,,
QARG,28QARG,South Jamaica Center for Children and Parents Inc. Center 1,114-02 Guy R Brewer Boulevard,"Queens, NY 11434",NYCEEC,16,12/31/1899 09:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.9,4,6.5,4,3.7,3,2016-17 School Year,3.9,3,5.5,4,5.4,4,4.3,3,2.3,3,3.3,2,3,2,,
QARN,28QARN,All My Children Day Care 8,97-30 Queens Boulevard,"Queens, NY 11374",NYCEEC,35,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.92,0.95,0.94,12,40,2017-18 School Year,6.9,4,6.9,4,2.2,2,2016-17 School Year,3.7,3,6,4,3.6,3,4.4,3,2.3,3,3.5,3,1.8,1,,
QARP,28QARP,Myrtle P. Jarmon ECEC,116-55 Guy R Brewer Boulevard,"Queens, NY 11434",NYCEEC,14,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,1,1,12,92,2017-18 School Year,6.1,4,5.8,3,2.6,2,2016-17 School Year,4.4,3,5.5,4,3.8,3,4.8,3,2.7,3,4.9,3,4.8,3,,
QASE,28QASE,"Talented Little Children III/ TLC Spirit, LLC",104-40 134 Street,"South Richmond Hill, NY 11419",NYCEEC,12,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Outdoor (onsite) playspace,,,1,0.9,0.93,1,5,45,2015-16 School Year,7,4,6.8,4,4.6,3,2016-17 School Year,4.1,3,5.3,4,4.2,3,5.3,4,2.7,3,3.5,3,3,2,,
QASF,28QASF,Ira's Parkway Day Care,141-20 Grand Central Parkway,"Queens, NY 11435",NYCEEC,26,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,1,0.98,0.98,7,32,2015-16 School Year,6.8,4,6.3,4,2.2,2,2016-17 School Year,4,3,5.5,4,5.4,4,4.9,3,2.7,3,3.3,2,2.3,1,,
QASJ,28QASJ,North Side School,84-60 Parsons Boulevard,"Queens, NY 11432",NYCEEC,38,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.91,0.9,0.82,0.91,11,31,2015-16 School Year,6.3,4,6.3,4,2.6,2,2017-18 School Year,4.5,3,5,4,5.2,4,4,3,2.7,3,4.6,3,6.8,4,,
QASL,28QASL,Early Bird II Educational Center,90-05 161 Street,"Queens, NY 11432",NYCEEC,29,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,1,1,0.95,1,27,96,2015-16 School Year,6.8,4,6.5,4,3,2,2017-18 School Year,4.4,3,5.3,4,6.6,4,5,4,1.7,2,4,3,3.7,3,,
QATE,28QATE,Center of Excellence Springfield Gardens Preschool,127-08 Merrick Boulevard,"Queens, NY 11434",NYCEEC,50,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.98,0.97,0.96,0.98,45,94,2015-16 School Year,6.7,4,6.7,4,1.9,1,2017-18 School Year,4.7,3,5.3,4,5.2,4,5,4,3.5,3,5.3,4,3.3,2,,
QAWC,28QAWC,PACCOR KIDS,118-17 Guy R Brewer Boulevard,"Queens, NY 11434",NYCEEC,36,12/31/1899 09:00:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.6,4,6.3,4,2.9,2,2015-16 School Year,4.2,3,4.8,3,5,4,4.7,3,2.5,3,4,3,4,3,,
QAWE,28QAWE,"Ira's Parkway Daycare & Preschool, Inc.",139-76 85 Drive,"Queens, NY 11435",NYCEEC,34,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.9,4,6.4,4,3.4,3,2015-16 School Year,4,3,5.5,4,4.6,3,4,3,2.5,3,3.6,3,5.3,4,,
QAWG,28QAWG,BRIGHT BEGINNINGS PRE-SCHOOL,8625 162 Street,"Queens, NY 11432",NYCEEC,32,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,0.97,1,0.98,1,28,90,2017-18 School Year,6.6,4,6.4,4,2.6,2,2016-17 School Year,4.7,3,6.3,4,6.8,4,5.9,4,2.5,3,3.5,3,2.8,1,,
QAWH,28QAWH,CENTRAL QUEENS YM & YWHA,67-09 108 Street,"Queens, NY 11375",NYCEEC,54,12/31/1899 08:20:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.95,0.86,0.93,0.95,20,39,2016-17 School Year,6,4,5.4,3,2.6,2,2015-16 School Year,4.3,3,5.5,4,6,4,5.1,4,2.3,3,4.3,3,2.3,1,,
QAWK,28QAWK,"Sholom Sholom, Inc.",11666 Park Lane South,"Queens, NY 11415",NYCEEC,40,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,0.93,0.92,0.92,0.97,14,41,2017-18 School Year,7,4,6.7,4,2.7,2,2015-16 School Year,4.7,3,5.3,4,7,4,4.3,3,4.3,4,3.6,3,5,4,,
QAWO,28QAWO,ICCD,98-02 62 Drive,"Queens, NY 11374",NYCEEC,32,12/31/1899 08:25:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor/Outdoor (offsite) playspace,,,0.96,0.9,0.93,0.95,13,46,2017-18 School Year,6.7,4,6.8,4,2.2,2,N/A,,,,,,,,,,,,,,,,
QAWS,28QAWS,IT'S MY TURN,131-15 Liberty Avenue,"SOUTH RICHMOND HILL, NY 11419",NYCEEC,20,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.5,4,6.7,4,1.7,1,2017-18 School Year,4.5,3,5.3,4,5.8,4,4,3,2.7,3,4,3,6.8,4,,
QAWT,28QAWT,Afro-American Parents Educational Center Site 2,11206 Sutphin Boulevard,"JAMAICA, NY 11435",NYCEEC,37,12/31/1899 09:00:00 AM,Both full day and 5-hour,Yes,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.97,0.98,1,29,83,2015-16 School Year,6.9,4,6.9,4,2.5,2,2017-18 School Year,3.9,3,4,3,3.6,3,4.5,3,2.7,3,3.9,3,4.8,3,,
QAWV,28QAWV,The Church in the Gardens,50 Ascan Avenue,"Forest Hills, NY 11375",NYCEEC,17,12/31/1899 09:00:00 AM,Half day,Yes,Yes,"Snack(s) only
(Not an approved meal pattern for full day programs)",Please contact site for more information,,,1,0.87,0.97,0.94,9,56,N/A,,,,,,,2017-18 School Year,4.1,3,5.3,4,5.2,4,4.7,3,2.2,2,4,3,2.5,1,,
QAWW,28QAWW,"PICKWICK SCHOOL, INC.",15115 85 Drive,"Queens, NY 11432",NYCEEC,28,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,1,0.98,0.92,1,13,57,2017-18 School Year,6.3,4,5.9,3,2.7,2,2016-17 School Year,4.5,3,4.8,3,6.6,4,5.3,4,3.2,3,3.3,2,4,3,,
QAWY,28QAWY,CCS MONTESSORI CENTER,165-27 Baisley Boulevard,"Queens, NY 11434",NYCEEC,36,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.96,0.96,0.88,0.95,12,38,2017-18 School Year,6.5,4,6.2,4,3.1,2,2015-16 School Year,3.2,2,3.5,3,2.4,1,4.1,3,1.8,2,3,2,4,3,,
QAWZ,28QAWZ,All My Children Day Care (69th Avenue),10822 69th Avenue,"Queens, NY 11375",NYCEEC,17,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,5.9,3,6.2,4,2.1,2,2017-18 School Year,3.4,3,4.3,3,3.4,3,4.1,3,2.3,3,2.9,1,3,2,,
QAYD,28QAYD,"South Jamaica Center For Children and Parents, Inc.",94-43 159 Street,"Queens, NY 11433",NYCEEC,42,12/31/1899 09:30:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,,0.96,0.96,0.97,0.94,13,31,2017-18 School Year,6.9,4,6.9,4,3.4,3,2015-16 School Year,5.2,4,6,4,7,4,4.5,3,4.8,4,4.8,3,5.5,4,,
QBCC,28QBCC,"Rochdale Village Nursery School, Inc.",170-30 130 Avenue,"Queens, NY 11434",NYCEEC,16,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,0.99,0.98,0.99,16,100,2015-16 School Year,6.8,4,7,4,3.8,3,2017-18 School Year,4.8,3,5.8,4,5.4,4,5.3,4,3.7,3,4.9,3,3,2,,
QBCW,28QBCW,IT'S MY TURN,131-13 Liberty Avenue,"Queens, NY 11419",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,1,1,0.97,1,8,50,2017-18 School Year,6.8,4,6.6,4,3.2,2,2016-17 School Year,4.1,3,5.5,4,5.2,4,4.7,3,2.5,3,4,3,1.7,1,,
QBGD,28QBGD,Afro-American #4,10817 159 Street,"JAMAICA, NY 11433",NYCEEC,15,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.96,0.98,0.93,1,13,93,2015-16 School Year,6.8,4,6.8,4,1.8,1,2017-18 School Year,4.8,3,5.3,4,6.6,4,4.6,3,3.7,3,4.5,3,5.3,4,,
QBGH,28QBGH,Renanim Day Care,141-29 84 Drive,"Queens, NY 11435",NYCEEC,17,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,1,1,0.92,1,9,53,2015-16 School Year,6.2,4,5.9,3,2.3,2,2016-17 School Year,3.9,3,4.5,3,5.2,4,4.3,3,2.8,3,3.5,3,3,2,,
QBHK,28QBHK,Rising Stars Islamic School (LCNA),166-26 89 Avenue,"Queens, NY 11432",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,No,No,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.6,4,6.1,4,3.3,3,2017-18 School Year,3.9,3,5.5,4,5.4,4,4.7,3,2.2,2,2.8,1,3.3,2,,
QBHS,28QBHS,Bright Kids Day Care,108-42 Sutphin Boulevard,"Queens, NY 11435",NYCEEC,13,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (offsite) playspace,,,1,0.95,0.97,1,11,85,2017-18 School Year,5.7,3,5.7,3,2.1,2,2017-18 School Year,4.1,3,5.3,4,5.6,4,4.7,3,3.2,3,3,2,3.8,3,,
QBIB,28QBIB,Learning Ladder Center,125-19 101 Avenue,"Queens, NY 11419",NYCEEC,35,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (offsite) playspace,,,0.94,0.95,0.97,0.98,35,100,2016-17 School Year,6.8,4,6.7,4,3.7,3,2017-18 School Year,4.1,3,5.3,4,4.8,3,4.1,3,2.7,3,4,3,4,3,,
QBIS,28QBIS,Baby Steps Daycare Center II,112-18 76 Road,"FOREST HILLS, NY 11375",NYCEEC,30,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,0.96,0.93,0.93,0.97,23,77,2016-17 School Year,6.7,4,6.5,4,2.5,2,2015-16 School Year,5.6,4,4.5,3,7,4,6.3,4,4.8,4,4.1,3,7,4,,
QBJK,28QBJK,YC Child & Family Center,94-12 160 Street,"JAMAICA, NY 11451",NYCEEC,14,12/31/1899 09:00:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,,1,1,0.97,1,12,86,2017-18 School Year,6.3,4,6.5,4,2.8,2,2016-17 School Year,3.9,3,4.8,3,4.8,3,4.1,3,2.8,3,4.1,3,1.7,1,,
QBKE,28QBKE,Sholom Sholom Inc.,84-15 Beverly Road,"Queens, NY 11415",NYCEEC,85,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.99,0.97,0.95,0.97,73,94,2017-18 School Year,6.9,4,6.7,4,2.5,2,2017-18 School Year,4.1,3,5.8,4,4.8,3,4.9,3,2.5,3,3.1,2,4,3,,
QBMC,28QBMC,"Beth Gavriel DCC, Inc.",119-03 80 Road,"Queens, NY 11415",NYCEEC,18,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,0.93,0.77,0.95,0.98,7,44,2016-17 School Year,6.8,4,6.8,4,2.9,2,2015-16 School Year,4.5,3,5.3,4,5.4,4,6.2,4,2.8,3,3.9,3,1.7,1,,
QBMJ,28QBMJ,Allen Christian School,114-32 MERRICK BOULEVARD,"Queens, NY 11434",NYCEEC,36,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.89,0.85,0.92,0.89,9,26,2016-17 School Year,6.6,4,6.7,4,2.5,2,2015-16 School Year,5,4,5.5,4,5.6,4,5.8,4,3.2,3,5.4,4,3.7,3,,
QBMK,28QBMK,Ivy Day School,104-70 Queens Boulevard,"Queens, NY 11375",NYCEEC,72,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.97,0.97,1,31,46,2016-17 School Year,6.3,4,6.3,4,2.6,2,2015-16 School Year,4.4,3,6.3,4,5,4,5.7,4,3,3,3.8,3,1.7,1,,
QBNA,28QBNA,Lutheran Church of Our Saviour - Church Campus,92-14 63 Drive,"Rego Park, NY 11374",NYCEEC,20,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.95,0.97,0.93,0.95,9,53,2017-18 School Year,6.4,4,6.1,4,4.3,3,2016-17 School Year,5,4,6.3,4,5.6,4,5.9,4,2.7,3,5.1,4,3.7,3,,
QBNM,28QBNM,Talented Little Children III,104-18 134 Street,"South Richmond Hill, NY 11419",NYCEEC,12,12/31/1899 08:00:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Please contact site for more information,,,1,1,1,1,10,83,2016-17 School Year,6.9,4,6.5,4,3.3,3,2015-16 School Year,5.7,4,6.3,4,5.6,4,5.8,4,5,4,5.5,4,6.3,4,,
QBNV,28QBNV,"Independent Kidz Daycare, Inc.",63-49 Alderton Street,"Rego Park, NY 11374",NYCEEC,36,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.98,0.95,1,29,85,2017-18 School Year,6.8,4,6.7,4,3.8,3,2016-17 School Year,5,4,6,4,5.2,4,6.4,4,3,3,3.8,3,5.5,4,,
QBNZ,28QBNZ,Wonderland,99-06 67 ROAD,"Forest Hills, NY 11375",NYCEEC,12,12/31/1899 09:00:00 AM,Both half day and full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,N/A,,,,,,,2017-18 School Year,4.3,3,5.5,4,5.2,4,4.7,3,2,2,3.6,3,4.5,3,,
QBOB,28QBOB,Aleph Bet Toddler Care Inc,84-75 Daniels Street,"Jamaica, NY 11435",NYCEEC,12,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,N/A,,,,,,,2017-18 School Year,4.5,3,4.5,3,4.8,3,5.4,4,2,2,4.3,3,6.3,4,,
QBOD,28QBOD,Baby Steps Daycare Center Inc,64-11 Fleet Street,"Rego Park, NY 11374",NYCEEC,35,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.74,0.85,0.99,11,32,2017-18 School Year,6.7,4,6.5,4,3.1,2,2016-17 School Year,3.7,3,4.8,3,4.8,3,3.9,3,2.8,3,3.3,2,2.8,1,,
QBOW,28QBOW,Kuei Luck Early Childhood Center,99-39 66 Avenue,"Forest Hills, NY 11374",NYCEEC,39,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Please contact site for more information,,,1,0.71,0.85,0.9,18,47,N/A,,,,,,,2017-18 School Year,3.7,3,4.3,3,3.6,3,3.8,3,3.2,3,3,2,4.8,3,,
QACD,29QACD,Incarnation School,89-15 Francis Lewis Boulevard,"Queens, NY 11427",NYCEEC,33,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,0.95,0.94,0.89,0.97,10,32,2017-18 School Year,6.3,4,5.9,3,3,2,2015-16 School Year,3.7,3,5.3,4,3.8,3,4,3,2.2,2,3,2,5,4,,
QAFF,29QAFF,St. Clare Catholic Academy,137-25 Brookville Boulevard,"Queens, NY 11422",NYCEEC,36,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,0.93,0.92,0.91,0.92,14,42,2016-17 School Year,6.9,4,6.7,4,3.1,2,2015-16 School Year,4,3,5.5,4,4.6,3,4.2,3,1.5,2,4,3,4.8,3,,
QAHG,29QAHG,Stepping Stone Pre & Grade School,114-28 Francis Lewis Boulevard,"CAMBRIA HEIGHTS, NY 11411",NYCEEC,54,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.91,0.97,17,33,2015-16 School Year,6.6,4,6.6,4,2.1,2,2017-18 School Year,3.7,3,4.3,3,3.8,3,4.4,3,2,2,3.6,3,3.7,3,,
QAHI,29QAHI,Saints Joachim and Anne School,218-19 105 Avenue,"QUEENS VILLAGE, NY 11429",NYCEEC,36,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Please contact site for more information,,,1,1,0.97,0.99,20,56,2015-16 School Year,6.7,4,6.8,4,3,2,2017-18 School Year,4.7,3,5.8,4,5.8,4,5.6,4,2.7,3,4.1,3,4,3,,
QALP,29QALP,EARLY SUNRISE PRESCHOOL,18708 Hillside Avenue,"Queens, NY 11432",NYCEEC,12,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,1,0.84,0.88,5,42,2017-18 School Year,6.4,4,6.7,4,2.4,2,2016-17 School Year,4.9,3,6.3,4,5.6,4,5.6,4,2.5,3,4,3,7,4,,
QAMU,29QAMU,Saratoga Early Childhood Education Center,17515 Rockaway Boulevard,"Queens, NY 11434",NYCEEC,13,12/31/1899 09:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.4,4,6.5,4,2.6,2,2016-17 School Year,3.6,3,5,4,2.8,1,4.4,3,2.5,3,3.6,3,2.7,1,,
QANS,29QANS,"A to Z Center Too, Inc.",220-24 Jamaica Avenue,"Queens, NY 11428",NYCEEC,107,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.98,0.99,0.95,0.98,97,100,2015-16 School Year,6.4,4,6.3,4,3.7,3,2016-17 School Year,4.7,3,6.8,4,5.4,4,5,4,2.7,3,4,3,5.3,4,,
QAPP,29QAPP,Be Above Site 16,189-26 Linden Boulevard,"Queens, NY 11412",NYCEEC,21,12/31/1899 09:00:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.95,1,7,35,2017-18 School Year,6.1,4,5.8,3,2.7,2,2016-17 School Year,3.5,3,4.8,3,2.8,1,4.8,3,1.5,2,3.3,2,3.8,3,,
QAPS,29QAPS,Be Above 22 (New World Education Center),137-37 Farmers Boulevard,"Queens, NY 11434",NYCEEC,32,12/31/1899 08:20:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,1,0.98,1,14,50,2017-18 School Year,5.7,3,5.1,3,2.1,2,2016-17 School Year,3.8,3,5.3,4,4,3,4.1,3,3.2,3,3.4,3,3.3,2,,
